	TargetID	DrugID	Highest_status	MOA
38901	T68066	D0L2UN	Approved	Modulator
38902	T88240	D0L4JT	Approved	Modulator
38903	T67952	D0L5WM	Approved	Modulator
38904	T62094	D0L9UU	Approved	Modulator
38905	T63967	D0LM4A	Approved	Modulator
38906	T25163	D0LW9U	Approved	Modulator
38907	T92687	D06YYD	Approved	Modulator
38908	T27812	D0M5JI	Approved	Modulator
38909	T16761	D0MA9N	Approved	Modulator
38910	T14342	D0ML1F	Approved	Modulator
38911	T60529	D0MN9K	Approved	Modulator
38912	T66665	D0MN9K	Approved	Modulator
38913	T13726	D0N0RU	Approved	Modulator
38914	T73726	D0N3VR	Approved	Modulator
38915	T28893	D0NF0W	Approved	Modulator
38916	T07806	D0NG7O	Approved	Modulator
38917	T11072	D0NG7O	Approved	Modulator
38918	T86679	D0NI0C	Approved	Modulator
38919	T67952	D0NW3X	Approved	Modulator
38920	T14342	D0O2EM	Approved	Modulator
38921	T27812	D0O3FG	Approved	Modulator
38922	T34239	D0O4GY	Approved	Modulator
38923	T34743	D0O5FY	Approved	Modulator
38924	T28893	D0OK5Q	Approved	Modulator
38925	T78709	D0P0OU	Approved	Modulator
38926	T67162	D0P0OU	Approved	Modulator
38927	T63934	D0P0WV	Approved	Modulator
38928	T95385	D0I8FI	Approved	Modulator
38929	T63068	D0P2CS	Approved	Modulator
38930	T75440	D0P3JU	Approved	Modulator
38931	T50688	D0P3TX	Approved	Modulator
38932	T66023	D0P4MT	Approved	Modulator
38933	T07806	D0P5SA	Approved	Modulator
38934	T07403	D0PK5M	Approved	Modulator
38935	T34743	D0PN1F	Approved	Modulator
38936	T77913	D0Q0RC	Approved	Modulator
38937	T22348	D0Q2PE	Approved	Modulator
38938	T30085	D0Q3VE	Approved	Modulator
38939	T72168	D0Q4SD	Approved	Modulator
38940	T43739	D0Q7ZG	Approved	Modulator
38941	T48472	D0Q8NJ	Approved	Modulator
38942	T17345	D01WJL	Approved	Modulator
38943	T39087	D0QD1G	Approved	Modulator
38944	T82841	D0QE5U	Approved	Modulator
38945	T80975	D0R0MW	Approved	Modulator
38946	T34743	D0R1BD	Approved	Modulator
38947	T66665	D0R1RS	Approved	Modulator
38948	T14342	D0R3FP	Approved	Modulator
38949	T96144	D0R3JB	Approved	Modulator
38950	T47941	D0R4UW	Approved	Modulator
38951	T02551	D0R9EQ	Approved	Modulator
38952	T67162	D0R9EQ	Approved	Modulator
38953	T67849	D0RU0O	Approved	Modulator
38954	T95913	D0RU0O	Approved	Modulator
38955	T67684	D0S0AS	Approved	Modulator
38956	T62094	D0S0LZ	Approved	Modulator
38957	T95913	D0S5LD	Approved	Modulator
38958	T66505	D0S5LO	Approved	Modulator
38959	T49814	D0S5UH	Approved	Modulator
38960	T23499	D0S7JH	Approved	Modulator
38961	T92828	D0S7JH	Approved	Modulator
38962	T32060	D0S9CB	Approved	Modulator
38963	T78709	D0S9CB	Approved	Modulator
38964	T28722	D0S9MC	Approved	Modulator
38965	T14342	D0S9SD	Approved	Modulator
38966	T11211	D0SC8F	Approved	Modulator
38967	T69707	D0SH3I	Approved	Modulator
38968	T51487	D0T1WN	Approved	Modulator
38969	T99524	D0T3LF	Approved	Modulator
38970	T59102	D0T5QT	Approved	Modulator
38971	T92687	D0T6XX	Approved	Modulator
38972	T89534	D0T7ZQ	Approved	Modulator
38973	T40492	D0T9TE	Approved	Modulator
38974	T94309	D0T9TJ	Approved	Modulator
38975	T99089	D0TK7R	Approved	Modulator
38976	T27812	D0TR5X	Approved	Modulator
38977	T97613	D0U0KW	Approved	Modulator
38978	T48268	D0U0KW	Approved	Modulator
38979	T89534	D0U0XD	Approved	Modulator
38980	T15117	D0U3CR	Approved	Modulator
38981	T54128	D0U3ED	Approved	Modulator
38982	T75440	D0U3LS	Approved	Modulator
38983	T14597	D0U3YB	Approved	Modulator
38984	T23499	D0U4CE	Approved	Modulator
38985	T92828	D0U4CE	Approved	Modulator
38986	T82577	D0U4UQ	Approved	Modulator
38987	T34743	D0U4YG	Approved	Modulator
38988	T88338	D0U5GB	Approved	Modulator
38989	T86836	D0U5HU	Approved	Modulator
38990	T12819	D0U5SI	Approved	Modulator
38991	T75440	D0U6LM	Approved	Modulator
38992	T30082	D0U8AT	Approved	Modulator
38993	T40800	D0V3GA	Approved	Modulator
38994	T03896	D0V3YT	Approved	Modulator
38995	T74429	D0V4AS	Approved	Modulator
38996	T73726	D0V4IB	Approved	Modulator
38997	T02808	D0V4JQ	Approved	Modulator
38998	T74312	D0V9WF	Approved (orphan drug)	Modulator
38999	T86528	D0VM2L	Approved	Modulator
39000	T22348	D0VR7W	Approved	Modulator
39001	T40696	D0VR7W	Approved	Modulator
39002	T66237	D0VU2X	Approved	Modulator
39003	T79232	D0VU2X	Approved	Modulator
39004	T28722	D0W0MF	Approved	Modulator
39005	T99524	D0W1RY	Approved	Modulator
39006	T80975	D0W5HK	Approved	Modulator
39007	T57700	D0W5HK	Approved	Modulator
39008	T59102	D0W5HK	Approved	Modulator
39009	T84726	D0B5LF	Approved	Modulator
39010	T93878	D0W5UV	Approved	Modulator
39011	T79473	D0W6SS	Approved	Modulator
39012	T34743	D0W7RJ	Approved	Modulator
39013	T47768	D0WE3O	Approved	Modulator
39014	T22348	D0X1HE	Approved	Modulator
39015	T40696	D0X1HE	Approved	Modulator
39016	T68066	D0X4RS	Approved	Modulator
39017	T47768	D0X5KF	Approved	Modulator
39018	T86836	D0X5XU	Approved	Modulator
39019	T27812	D0X6BV	Approved	Modulator
39020	T78709	D0X6BV	Approved	Modulator
39021	T68066	D0X6GN	Approved	Modulator
39022	T86836	D0X7HM	Approved	Modulator
39023	T30082	D0X7NU	Approved	Modulator
39024	T03896	D0X9CH	Approved	Modulator
39025	T67952	D0Y2CJ	Approved	Modulator
39026	T48873	D0Y2MC	Approved	Modulator
39027	T68066	D0Y2YP	Approved	Modulator
39028	T86836	D0Y3ME	Approved	Modulator
39029	T07485	D09NMD	Approved	Modulator
39030	T45993	D0Y4JJ	Approved	Modulator
39031	T27812	D0Y5DO	Approved	Modulator
39032	T63967	D0Y6CE	Approved	Modulator
39033	T31424	D0Y6KO	Approved	Modulator
39034	T08391	D0Y7IC	Approved	Modulator
39035	T62460	D0Y7IC	Approved	Modulator
39036	T63934	D0Y8OK	Approved	Modulator
39037	T91442	D0B5MP	Approved	Modulator
39038	T33754	D0Y9ZE	Approved	Modulator
39039	T98708	D0YA2L	Approved	Modulator
39040	T62184	D0YH0N	Approved	Modulator
39041	T24983	D0Z1RV	Approved	Modulator
39042	T45993	D0Z7KE	Approved	Modulator
39043	T24211	D0Z7ZM	Approved	Modulator
39044	T75440	D0Z9VB	Approved	Modulator
39045	T22348	D0ZV0Z	Approved	Modulator
39046	T40696	D0ZV0Z	Approved	Modulator
39047	T88847	D04AIV	Approved	Modulator
39048	T95695	D05MZI	Approved	Modulator
39049	T90828	D02PIO	Approved	Modulator
39050	T14541	D09KRE	Approved	Modulator
39051	T56262	D06CAS	Approved	Modulator
39052	T34867	D01SHZ	Approved	Modulator
39053	T35640	D0Q9EV	Approved	Modulator
39054	T47941	D08NWF	Approved	Modulator
39055	T51593	D0RE6T	Approved	Modulator
39056	T61698	D0P1BZ	Approved	Modulator
39057	T06273	D0DN0W	Approved	Modulator
39058	T20178	D0I5QX	Approved	Modulator
39059	T22095	D05CEO	Approved	Modulator
39060	T31391	D0Y6QC	Approved	Modulator
39061	T48873	D0E7ZU	Approved	Modulator
39062	T48873	D0JJ7S	Approved	Modulator
39063	T51426	D0M4WA	Approved	Modulator
39064	T67710	D02CII	Approved	Modulator
39065	T40016	D09WYX	Approved	Modulator
39066	T78585	D0O8KX	Approved	Modulator
39067	T30085	D0Y6QC	Approved	Modulator
39068	T85799	D01HVT	Approved	Modulator
39069	T89361	D01HVT	Approved	Modulator
39070	T92076	D07RYI	Approved	Modulator
39071	T93440	D0Z8CQ	Approved	Modulator
39072	T95400	D02GEC	Approved	Modulator
39073	T97947	D07FEC	Approved	Modulator
39074	T99948	D0LS9E	Approved	Modulator
39075	T14597	D05UFG	Approved	Inhibitor
39076	T59328	D05UFG	Approved	Inhibitor
39077	T60631	D09GDD	Approved	Modulator
39078	T80975	D09GDD	Approved	Modulator
39079	T57700	D09GDD	Approved	Modulator
39080	T85943	D0E6XR	Approved	Inhibitor
39081	T38284	D0E6XR	Approved	Inhibitor
39082	T12499	D0E6XR	Approved	Inhibitor
39083	T17980	D0E6XR	Approved	Inhibitor
39084	T52624	D0F0ZY	Approved	Inhibitor
39085	T80975	D0F0ZY	Approved	Inhibitor
39086	T57700	D0F0ZY	Approved	Inhibitor
39087	T80975	D0G6QF	Approved	Inhibitor
39088	T60631	D0G6QF	Approved	Inhibitor
39089	T59328	D0G6QF	Approved	Inhibitor
39090	T74312	D0H0EQ	Approved	Modulator
39091	T63505	D0H0EQ	Approved	Modulator
39092	T57700	D0H0EQ	Approved	Modulator
39093	T60631	D0H0EQ	Approved	Modulator
39094	T80975	D0IQ6P	Approved	Inhibitor
39095	T40474	D0IQ6P	Approved	Inhibitor
39096	T32060	D0M8VE	Approved	Antagonist
39097	T67162	D0M8VE	Approved	Antagonist
39098	T13644	D0TV0C	Approved	Inhibitor
39099	T16633	D0TV0C	Approved	Inhibitor
39100	T53024	D0TV0C	Approved	Inhibitor
39101	T64830	D0TV0C	Approved	Inhibitor
39102	T82739	D0P5AE	Approved	Inhibitor
39103	T76024	D0BK4X	Approved	Modulator
39104	T75797	D06FEA	Approved	Antagonist
39105	T38529	D06FEA	Approved	Antagonist
39106	T62151	D0H0HJ	Approved	Inhibitor
39107	T62151	D01ZSO	Approved	Inhibitor
39108	T62151	D09QDP	Approved	Inhibitor
39109	T62151	D0P9AC	Approved	Inhibitor
39110	T62151	D0R0UJ	Approved	Inhibitor
39111	T62151	D0S2UG	Approved	Inhibitor
39112	T22939	D06LDT	Approved	Modulator
39113	T55654	D0E1HC	Approved	Binder
39114	T65236	D06LDT	Approved	Modulator
39115	T71377	D0R7NI	Approved	Modulator
39116	T76213	D0T8HZ	Approved	Modulator
39117	T86462	D0R3BV	Approved	Antisense 
39118	T16156	D0TD1R	Approved	Agonist
39119	T50942	D02KUO	Approved	Agonist
39120	T11448	D0K0MW	Approved	Agonist
39121	T09130	D0K1ST	Approved	Antagonist
39122	T12475	D0VG7Y	Approved	Antagonist
39123	T14597	D0U1ZV	Approved	Antagonist
39124	T16633	D0DQ7V	Approved	Antagonist
39125	T33846	D05CEO	Approved	Antagonist
39126	T47094	D0K5IP	Approved	Antagonist
39127	T47768	D0Q2HO	Approved	Antagonist
39128	T59328	D0U1ZV	Approved	Antagonist
39129	T64591	D0K5IP	Approved	Antagonist
39130	T06841	D0FT3R	Approved	Modulator
39131	T10191	D0E7AD	Approved	Modulator
39132	T14853	D0DJ9D	Approved	Modulator
39133	T32262	D08PLK	Approved	Modulator
39134	T32262	D0C8VF	Approved	Modulator
39135	T32262	D0KX1Y	Approved	Modulator
39136	T59631	D0KG4Q	Approved	Modulator
39137	T77664	D0UI7K	Approved	Modulator
39138	T82739	D08LEY	Approved	Modulator
39139	T83369	D09XTN	Approved	Modulator
39140	T84631	D09XTN	Approved	Modulator
39141	T31133	D03AZK	Approved	Binder
39142	T67952	D0HE0Y	Approved	Blocker
39143	T96413	D0OY4K	Approved	Modulator
39144	T99031	D0C4LF	Approved	Inhibitor
39145	T03896	D0C4DH	Approved	Inhibitor
39146	T03896	D0RM5Z	Approved	Inhibitor
39147	T05152	D0RM5Z	Approved	Inhibitor
39148	T07173	D07TOK	Approved	Inhibitor
39149	T07569	D07TWN	Approved	Inhibitor
39150	T11211	D0S7LG	Approved	Inhibitor
39151	T43415	D0Y7IC	Approved	Inhibitor
39152	T20808	D0WH4P	Approved	Inhibitor
39153	T21112	D0X1HE	Approved	Inhibitor
39154	T25005	D09PQZ	Approved	Inhibitor
39155	T27495	D0MD8D	Approved	Inhibitor
39156	T30938	D0FX2Q	Approved	Inhibitor
39157	T32369	D0O5AG	Approved	Inhibitor
39158	T34867	D0GV8J	Approved	Inhibitor
39159	T38179	D0N5KF	Approved	Inhibitor
39160	T39147	D0G8PA	Approved	Inhibitor
39161	T40555	D0C4DH	Approved	Inhibitor
39162	T40555	D0RM5Z	Approved	Inhibitor
39163	T40696	D04XDT	Approved	Inhibitor
39164	T51076	D07TOK	Approved	Inhibitor
39165	T51282	D04WYX	Approved	Inhibitor
39166	T14342	D01IRG	Approved	Inhibitor
39167	T56418	D08PIE	Approved	Inhibitor
39168	T56418	D0AF6O	Approved	Inhibitor
39169	T60708	D0NW7Y	Approved	Inhibitor
39170	T62094	D09GUJ	Approved	Inhibitor
39171	T62094	D0LZ7E	Approved	Inhibitor
39172	T62094	D0T6EI	Approved	Inhibitor
39173	T67849	D0S5LD	Approved	Inhibitor
39174	T69128	D0AF6O	Approved	Inhibitor
39175	T69189	D0S5LO	Approved	Inhibitor
39176	T69563	D07DCG	Approved	Inhibitor
39177	T74312	D04KZY	Approved	Inhibitor
39178	T75273	D0X1HE	Approved	Inhibitor
39179	T14342	D0R0TS	Approved	Inhibitor
39180	T78277	D0C9DA	Approved	Inhibitor
39181	T39087	D01IRG	Approved	Inhibitor
39182	T80276	D0S5LD	Approved	Inhibitor
39183	T83011	D0XM1A	Approved	Inhibitor
39184	T84703	D07TOK	Approved	Inhibitor
39185	T96914	D04XDT	Approved	Inhibitor
39186	T98917	D0E6BB	Approved	Inhibitor
39187	T16047	D05AWP	Approved	Modulator
39188	T64382	D05AWP	Approved	Modulator
39189	T03661	D01VEJ	Approved	Modulator
39190	T20796	D07TWN	Approved	Modulator
39191	T27376	D00VZZ	approved	Inhibitor
39192	T28722	D00VZZ	approved	Modulator
39193	T29303	D0C7ET	Approved	Antagonist
39194	T34123	D04QZD	Approved	Inhibitor
39195	T34123	D05OFX	Approved	Inhibitor
39196	T56365	D0IM6T	Approved	Immunostimulant
39197	T69189	D0V4IB	Approved	Inhibitor
39198	T71390	D08IWD	Approved	Inhibitor
39199	T75243	D0S5LO	Approved	Inhibitor
39200	T82383	D04KZY	Approved	Inhibitor
39201	T96845	D0FT3R	Approved	Inhibitor
39202	T97621	D0S9WB	Approved	Enhancer
39203	T90695	D03LJR	Approved	Inhibitor
39204	T90848	D03ZBT	Approved	Inhibitor
39205	T74363	D04LKS	Approved	Inhibitor
39206	T72065	D04QZD	Approved	Inhibitor
39207	T34949	D05CEU	Approved	Inhibitor
39208	T67952	D05CPV	Approved	Inhibitor
39209	T72065	D05OFX	Approved	Inhibitor
39210	T59631	D08ANZ	Approved	.
39211	T92494	D08CDI	Approved	Inhibitor
39212	T82266	D09ELP	Approved	Inhibitor
39213	T72065	D0C7ET	Approved	Inhibitor
39214	T12808	D0P2GK	Approved	Modulator
39215	T99727	D0S9QA	Approved	Inhibitor
39216	T55654	D0S9WB	Approved	Enhancer
39217	T33584	D0U3ED	Approved	Inhibitor
39218	T42392	D0U3ED	Approved	Inhibitor
39219	T62391	D0U3ED	Approved	Inhibitor
39220	T96235	D0U3ED	Approved	Inhibitor
39221	T59328	D0W5HK	Approved	Inhibitor
39222	T05089	D0Z3DY	Approved	Antagonist
39223	T20761	D04KBL	Approved	Inhibitor
39224	T72545	DR36YB	Approved	Inhibitor
39225	T22348	DR36YB	Approved	Inhibitor
39226	T23348	D4Y0SB	Approved	Replacement
39227	T23348	DUCA08	Approved	Inhibitor
39228	T28265	D9EC0G	Approved	Inhibitor
39229	T32060	D1CWL0	Approved	Antagonist
39230	T34743	D4LOR2	Approved	Binder
39231	T35591	DORB45	Approved	Inhibitor
39232	T53024	D1HEN2	Approved	Binder
39233	T53024	D9E6KQ	Approved	Binder
39234	T56365	D18SHN	Approved	.
39235	T59631	DFLK16	Approved	Inhibitor
39236	T66693	D52NZX	Approved	.
39237	T67162	D1CWL0	Approved	Antagonist
39238	T71907	DP07NC	Approved	.
39239	T72065	DU8CF6	Approved	Inhibitor
39240	T80942	D5IS6V	Approved	Inhibitor
39241	T82739	DQ1S0B	Approved	Inhibitor
39242	T97071	DBG46D	Approved	Binder
39243	T98157	DQ4TO3	Approved	Replacement
39244	T99189	D2G4HB	Approved	Inhibitor
39245	T05876	DRM1X5	Approved	.
39246	T07341	D0B9FW	Approved	Binder
39247	T86041	DF36DY	Approved	Inhibitor
39248	T59328	D0HO1S	Terminated	Inhibitor
39249	T53585	D0J9GD	Terminated	Antagonist
39250	T58992	D03PJU	Phase 2	Agonist
39251	T60693	D03PJU	Phase 2	Agonist
39252	T47768	D03PJU	Phase 2	Agonist
39253	T44282	D01WGJ	Terminated	Inhibitor
39254	T20401	D06PII	Phase 3	Inhibitor
39255	T86702	D08CEE	Terminated	Inhibitor
39256	T68251	D08CEE	Terminated	Inhibitor
39257	T52450	D08CEE	Terminated	Inhibitor
39258	T78198	D04XYL	Phase 2	Inhibitor
39259	T78198	D08OBT	Phase 1	Inhibitor
39260	T37847	D0H1OL	Phase 1	Inhibitor
39261	T94094	D0H1OL	Phase 1	Inhibitor
39262	T78198	D0H1OL	Phase 1	Inhibitor
39263	T30563	D01XMO	Terminated	Inhibitor
39264	T59626	D01XMO	Terminated	Inhibitor
39265	T93262	D0R2TM	Terminated	Inhibitor
39266	T51565	D0R2TM	Terminated	Inhibitor
39267	T74258	D0R2TM	Terminated	Inhibitor
39268	T49368	D0R2TM	Terminated	Inhibitor
39269	T87463	D0R2TM	Terminated	Inhibitor
39270	T74952	D0R2TM	Terminated	Inhibitor
39271	T47107	D0R2TM	Terminated	Inhibitor
39272	T40149	D0R2TM	Terminated	Inhibitor
39273	T20669	D0R2TM	Terminated	Inhibitor
39274	T12808	D0R2TM	Terminated	Inhibitor
39275	T40276	D0R2TM	Terminated	Inhibitor
39276	T12409	D05TIS	Phase 1	Inhibitor
39277	T06273	D0O3FX	Terminated	Inhibitor
39278	T11072	D00NLD	Terminated	Inhibitor
39279	T32060	D0B4BN	Terminated	Inhibitor
39280	T31204	D0B4BN	Terminated	Inhibitor
39281	T83813	D0B4BN	Terminated	Inhibitor
39282	T62276	D02UDJ	Phase 4	Inhibitor
39283	T50269	D02UDJ	Phase 4	Inhibitor
39284	T92777	D04RYY	Phase 1/2	Inhibitor
39285	T61339	D04RYY	Phase 1/2	Inhibitor
39286	T13127	D0C2UY	Terminated	Inhibitor
39287	T86428	D0C2UY	Terminated	Inhibitor
39288	T07806	D02ZSO	Terminated	Inhibitor
39289	T11072	D02ZSO	Terminated	Inhibitor
39290	T13127	D0EY9P	Terminated	Inhibitor
39291	T86428	D0EY9P	Terminated	Inhibitor
39292	T05409	D02DLE	Terminated	Inhibitor
39293	T75596	D0N0KW	Phase 3	Inhibitor
39294	T23355	D0U4ZY	Terminated	Inhibitor
39295	T26623	D03PIB	Discontinued in Phase 2	Inhibitor
39296	T03556	D00EFT	Phase 1/2	Inhibitor
39297	T66665	D0O9JX	Terminated	Inhibitor
39298	T60529	D0O9JX	Terminated	Inhibitor
39299	T87023	D0MA3D	Terminated	Inhibitor
39300	T20514	D0U6QC	Phase 2	Inhibitor
39301	T67801	D05UWI	Phase 4	Inhibitor
39302	T93344	D0I3XW	Terminated	Inhibitor
39303	T84631	D0J9UI	Terminated	Inhibitor
39304	T30374	D0H5YE	Terminated	Inhibitor
39305	T49898	D00BPA	Terminated	Binder
39306	T70176	D00BPA	Terminated	Inhibitor
39307	T20973	D00BPA	Terminated	Inhibitor
39308	T43189	D0LI3C	Discontinued in Phase 2	Inducer
39309	T00140	D0V3HG	Discontinued in Phase 2	Inhibitor
39310	T17758	D03ZJE	Phase 4	Inhibitor
39311	T17758	D0D3VA	Discontinued in Phase 2	Inhibitor
39312	T78429	D0M4KE	Phase 2	Inhibitor
39313	T03871	D01XDN	Discontinued in Phase 2	.
39314	T78356	D04EEU	Terminated	Inhibitor
39315	T78111	D0A4RM	Terminated	Agonist
39316	T81183	D07ODD	Terminated	Antagonist
39317	T83145	D0M4KE	Phase 2	Inhibitor
39318	T05849	D00COB	Terminated	Antagonist
39319	T92828	D0S9JH	Terminated	Antagonist
39320	T23499	D0S9JH	Terminated	Antagonist
39321	T23499	D0L3AR	Terminated	Antagonist
39322	T85943	D0H8KG	Terminated	Inhibitor
39323	T67054	D03PJW	Terminated	Agonist
39324	T42000	D0N1FS	Phase 4	Inhibitor
39325	T94033	D0RP8F	Terminated	Inhibitor
39326	T94033	D02QTV	Terminated	Inhibitor
39327	T83011	D00VUI	Phase 3	Inhibitor
39328	T83875	D00VUI	Phase 3	Inhibitor
39329	T92076	D03XIS	Discontinued in Phase 2	Agonist
39330	T00140	D0S5DY	Terminated	Inhibitor
39331	T96144	D03RQI	Terminated	Inhibitor
39332	T67046	D01WJV	Terminated	Inhibitor
39333	T27445	D0N1BC	Terminated	Inhibitor
39334	T46515	D0N1BC	Terminated	Inhibitor
39335	T45758	D0Y3XB	Terminated	Binder
39336	T60693	D06FEF	Terminated	Agonist
39337	T78111	D0Y6OE	Phase 2	Agonist
39338	T82543	D04HYP	Discontinued in Phase 2	Agonist
39339	T70967	D04HYP	Discontinued in Phase 2	Agonist
39340	T78111	D04HYP	Discontinued in Phase 2	Agonist
39341	T59328	D0P9RG	Phase 2	.
39342	T13609	D02JUT	Discontinued in Phase 3	Inhibitor
39343	T70101	D02JUT	Discontinued in Phase 3	Inhibitor
39344	T76396	D0D0WF	Terminated	Inhibitor
39345	T75440	D03XPV	Terminated	Suppressor
39346	T83145	D0N1XD	Terminated	Inhibitor
39347	T58921	D0S2BV	Phase 4	Agonist
39348	T28226	D08NKJ	Phase 3	Inhibitor
39349	T40332	D0Q9UO	Discontinued in Phase 1	Inhibitor
39350	T28893	D09FYQ	Discontinued in Phase 1	Agonist
39351	T59679	D0E8KS	Terminated	Antagonist
39352	T65864	D0F8DL	Terminated	Inhibitor
39353	T66665	D0F8DL	Terminated	Inhibitor
39354	T58093	D0T2IQ	Terminated	Inhibitor
39355	T44861	D04VPV	Terminated	Activator
39356	T94033	D0F3SZ	Phase 4	Inhibitor
39357	T72515	D0F8DL	Terminated	Antagonist
39358	T31204	D03YPJ	Terminated	Antagonist
39359	T78709	D02OKK	Terminated	Antagonist
39360	T73342	D06PWA	Terminated	Inhibitor
39361	T96144	D04MRV	Discontinued in Phase 2	Inhibitor
39362	T72458	D0PI8W	Phase 4	Agonist
39363	T21945	D08BYK	Phase 4	Inhibitor
39364	T00239	D0I9DN	Phase 2	Inhibitor
39365	T78111	D03DMI	Terminated	Agonist
39366	T78111	D04JNR	Terminated	Agonist
39367	T00140	D0AZ8C	Phase 4	Inhibitor
39368	T37847	D05RQB	Discontinued in Phase 1	Inhibitor
39369	T10445	D01CGX	Phase 3	Inhibitor
39370	T01777	D0V8NS	Terminated	Antagonist
39371	T73215	D03RRJ	Phase 2	.
39372	T39977	D04KKT	Phase 1	Inhibitor
39373	T95998	D0L0YG	Phase 1	Inhibitor
39374	T67046	D0R7MN	Terminated	Inhibitor
39375	T62193	D0X8ED	Phase 3	Inhibitor
39376	T33193	D00QAR	Phase 3	Binder
39377	T57560	D00QAR	Phase 3	Binder
39378	T86052	D0W8WB	Phase 4	Inhibitor
39379	T88023	D0A9QL	Terminated	.
39380	T67162	D0Y7XC	Phase 4	Agonist
39381	T86836	D0FT9P	Terminated	Breaker
39382	T23499	D0Q9XI	Terminated	Antagonist
39383	T94033	D0S2JG	Terminated	Inhibitor
39384	T51408	D0Y1PG	Terminated	Agonist
39385	T58992	D0K5KL	Terminated	Agonist
39386	T83813	D0PA6K	Terminated	Antagonist
39387	T31204	D0PA6K	Terminated	Antagonist
39388	T32060	D0PA6K	Terminated	Antagonist
39389	T88318	D0S6XD	Terminated	Inhibitor
39390	T22977	D0D9NZ	Phase 2	Inhibitor
39391	T55826	D04ZWL	Terminated	Inhibitor
39392	T67046	D0Q8YA	Terminated	Inhibitor
39393	T28893	D0PZ9R	Terminated	Agonist
39394	T00140	D0QI8I	Terminated	Inhibitor
39395	T47094	D00CQB	Terminated	Antagonist
39396	T01777	D0Y4LU	Discontinued in Phase 2	Antagonist
39397	T59679	D06PZN	Phase 4	Agonist
39398	T78709	D0L9SN	Terminated	Antagonist
39399	T92072	D0Y6GJ	Terminated	Inhibitor
39400	T86679	D0Y6GJ	Terminated	Inhibitor
39401	T77365	D0Y6GJ	Terminated	Inhibitor
39402	T92609	D04XCQ	Terminated	Inhibitor
39403	T79232	D0D8XY	Phase 4	Inhibitor
39404	T92609	D0L5TJ	Terminated	Inhibitor
39405	T84486	D0D8XY	Phase 4	Inhibitor
39406	T59881	D0D8XY	Phase 4	Inhibitor
39407	T66237	D0D8XY	Phase 4	Inhibitor
39408	T20401	D0V0UK	Phase 1	Inhibitor
39409	T64567	D0V0UK	Phase 1	Inhibitor
39410	T13201	D0V0UK	Phase 1	Inhibitor
39411	T53378	D0V0UK	Phase 1	Inhibitor
39412	T43920	D0V0UK	Phase 1	Inhibitor
39413	T76685	D0J7RW	Terminated	Inhibitor
39414	T37693	D0J7RW	Terminated	Inhibitor
39415	T36059	D0NQ5I	Terminated	Inhibitor
39416	T77365	D0NQ5I	Terminated	Inhibitor
39417	T92072	D0NQ5I	Terminated	Inhibitor
39418	T28893	D06ACX	Terminated	Inhibitor
39419	T46185	D06ACX	Terminated	Inhibitor
39420	T58940	D0V3GT	Discontinued in Phase 3	Inhibitor
39421	T64591	D0V3GT	Discontinued in Phase 3	Inhibitor
39422	T36059	D0V3GT	Discontinued in Phase 3	Inhibitor
39423	T83145	D0Q6YP	Terminated	Inhibitor
39424	T74456	D0Q6YP	Terminated	Inhibitor
39425	T56923	D0ZL4F	Discontinued in Phase 2	Inhibitor
39426	T00884	D0ZL4F	Discontinued in Phase 2	Inhibitor
39427	T66665	D0ZL4F	Discontinued in Phase 2	Inhibitor
39428	T22658	D0ZL4F	Discontinued in Phase 2	Inhibitor
39429	T60529	D0ZL4F	Discontinued in Phase 2	Inhibitor
39430	T87023	D0S1CQ	Phase 4	Inhibitor
39431	T77913	D0S1CQ	Phase 4	Inhibitor
39432	T05409	D0I5QZ	Terminated	Inhibitor
39433	T82577	D0I5QZ	Terminated	Inhibitor
39434	T36059	D02YQO	Phase 1	Inhibitor
39435	T77365	D02YQO	Phase 1	Inhibitor
39436	T92072	D02YQO	Phase 1	Inhibitor
39437	T59626	D05LYL	Terminated	Inhibitor
39438	T88975	D0BK6B	Discontinued in Phase 2	Inhibitor
39439	T99954	D0G2XM	Terminated	Inhibitor
39440	T38338	D0G6HZ	Terminated	Inhibitor
39441	T38338	D03QMS	Terminated	Inhibitor
39442	T47094	D02TKI	Terminated	Inhibitor
39443	T53381	D0N7LZ	Terminated	Inhibitor
39444	T92609	D0N7LZ	Terminated	Inhibitor
39445	T29500	D0N7LZ	Terminated	Inhibitor
39446	T60526	D0R7MJ	Terminated	Inhibitor
39447	T10965	D0R7MJ	Terminated	Inhibitor
39448	T19923	D0R7MJ	Terminated	Inhibitor
39449	T88975	D08NXX	Terminated	Inhibitor
39450	T23355	D08LIG	Terminated	Inhibitor
39451	T56367	D00YPW	Terminated	Inhibitor
39452	T02001	D00YPW	Terminated	Inhibitor
39453	T07663	D00YPW	Terminated	Inhibitor
39454	T13644	D06JFI	Phase 3	Inhibitor
39455	T64830	D06JFI	Phase 3	Inhibitor
39456	T53024	D06JFI	Phase 3	Inhibitor
39457	T62974	D06JFI	Phase 3	Inhibitor
39458	T16633	D06JFI	Phase 3	Inhibitor
39459	T29500	D05IML	Terminated	Inhibitor
39460	T51115	D05IML	Terminated	Inhibitor
39461	T53381	D05IML	Terminated	Inhibitor
39462	T92609	D05IML	Terminated	Inhibitor
39463	T23355	D03GCN	Terminated	Inhibitor
39464	T86428	D0H5VF	Terminated	Inhibitor
39465	T13127	D0H5VF	Terminated	Inhibitor
